id,timestep,consumption_eur,consumption_sib,price_eur,price_sib
305c6a25-fa9d-46ab-81ad-7609bae4a111,2006-09-01 20:00,72906.0,19421.0,458.19,0.0
ac46ee99-85d2-4ab6-aeb9-81aa201b0010,2006-09-01 21:00,72680.0,19767.0,472.21,0.0
3f401fcf-cd7c-4375-a6af-ff12e190724c,2006-09-01 22:00,69211.0,19585.0,503.33,0.0
1c29fc58-9ebe-4ee6-b298-b0b13bfb0c2f,2006-09-01 23:00,65985.0,18736.0,427.16,0.0
7ba60448-6c42-4aeb-aa51-12528f16d95b,2006-09-02 00:00,62377.0,17902.0,372.13,0.0
9e49e4d9-7081-4f8f-9d05-52e22cdabd70,2006-09-02 01:00,60784.0,17415.0,331.63,0.0
0c940dc5-d9e5-468c-b0d4-fddf4dcf1c14,2006-09-02 02:00,59588.0,17162.0,0.0,0.0
bce93968-1e31-48bc-ab5b-a150f061693a,2006-09-02 03:00,59107.0,17056.0,0.0,0.0
f0119180-39cf-48b3-aeb2-656b3716f547,2006-09-02 04:00,59100.0,17026.0,0.0,0.0
49716907-8ba0-4cfd-8445-b6827879cf92,2006-09-02 05:00,60272.0,17015.0,24.47,0.0
5cfa1eb3-e895-4a38-b9e0-ba7c689d7f91,2006-09-02 06:00,60734.0,17224.0,0.0,0.0
a15f6106-abe0-4222-b6ee-428c9ec7b9d8,2006-09-02 07:00,62203.0,17452.0,324.74,0.0
d20d2188-ff81-4adf-89b0-f667f1d165fb,2006-09-02 08:00,64702.0,17831.0,335.53,0.0
4332fe09-c400-4b25-8c57-0b0b46a9151b,2006-09-02 09:00,67110.0,18466.0,413.42,0.0
570a3367-1e3f-4fde-8b93-1920a776eee3,2006-09-02 10:00,67762.0,18698.0,428.21,0.0
15e389f9-6aed-4b66-a11e-f8075fbd852c,2006-09-02 11:00,67284.0,18676.0,370.49,0.0
bc9ed030-1a0f-42c8-a136-2831b58bb148,2006-09-02 12:00,67513.0,18584.0,454.63,0.0
d5a1259c-5a85-4870-a632-50478a1fad5b,2006-09-02 13:00,66688.0,18620.0,395.69,0.0
11a3f381-3c4f-418d-8d40-0d5a4aee1a81,2006-09-02 14:00,66832.0,18569.0,447.36,0.0
19656cb1-70f8-483d-9375-341ee8bb0ead,2006-09-02 15:00,66552.0,18466.0,475.13,0.0
01bb8132-c078-45c0-b866-1c4c2d3f643d,2006-09-02 16:00,66454.0,18361.0,474.36,0.0
2d70bc71-7946-42eb-94de-9424e1599fd7,2006-09-02 17:00,66106.0,18453.0,445.71,0.0
643c53c8-1848-49f0-8110-e1bcbe933aa9,2006-09-02 18:00,66473.0,18517.0,443.75,0.0
0909fd1d-9786-4362-861f-25c64d72a254,2006-09-02 19:00,67565.0,18697.0,447.25,0.0
08e31b64-f46f-4c87-b125-3d553212ae3e,2006-09-02 20:00,70041.0,19013.0,470.86,0.0
1687005b-d13e-4fb2-8f55-c1671f9ee316,2006-09-02 21:00,70157.0,19355.0,541.12,0.0
9ba1366e-3ecf-4c8f-bc52-f10b69d8dacc,2006-09-02 22:00,66949.0,19267.0,475.93,0.0
4beed920-c15a-409e-9b36-9a67a276405c,2006-09-02 23:00,63389.0,18411.0,430.72,0.0
27817d07-5370-4880-bc26-2e2c68136d95,2006-09-03 00:00,61034.0,17828.0,0.0,0.0
62dbdfd7-4688-4379-9049-b2b198d4579c,2006-09-03 01:00,59461.0,17419.0,0.0,0.0
f02ea9a9-96e6-486b-ad12-338cd345d6e7,2006-09-03 02:00,58351.0,17130.0,0.0,0.0
f9184759-d8ae-4cb0-9e35-e7c81bb068e7,2006-09-03 03:00,57847.0,16980.0,0.0,0.0
cd3c05e7-e809-423c-8c39-161c74bfb24c,2006-09-03 04:00,58300.0,16926.0,0.0,0.0
27f2f198-f647-45be-8b9a-c8a94c0104bc,2006-09-03 05:00,58594.0,17007.0,0.0,0.0
d46aeeac-d821-40cd-9a3e-b3f0c1d2040e,2006-09-03 06:00,59289.0,17184.0,0.0,0.0
eeef8786-8964-4348-8f0c-6ea8833b6461,2006-09-03 07:00,59575.0,17415.0,0.0,0.0
439beb59-4304-41c2-a5b8-b3c2b96ed9b1,2006-09-03 08:00,61790.0,17652.0,0.0,0.0
06d635c5-3e2b-4c9a-a7cc-7502637a1ceb,2006-09-03 09:00,63608.0,18066.0,0.0,0.0
7da06bb8-b203-46d9-948e-49728dabb566,2006-09-03 10:00,64716.0,18323.0,333.75,0.0
f8ae8970-1d53-4e8e-9c19-112279b51ce7,2006-09-03 11:00,64639.0,18360.0,333.47,0.0
f92768c5-2293-40f5-ab42-68451a325af2,2006-09-03 12:00,64592.0,18384.0,339.14,0.0
2b9e2983-8040-4331-a6ab-a841af2dd8a4,2006-09-03 13:00,64580.0,18373.0,354.12,0.0
c77d3685-8a02-4cdd-815a-bafafc538c15,2006-09-03 14:00,64318.0,18384.0,348.74,0.0
b5042a9b-321d-4a6f-ac06-da546e47d77c,2006-09-03 15:00,64458.0,18368.0,350.55,0.0
713e7fc5-0527-49cc-b93f-a9d1e7a052f2,2006-09-03 16:00,64684.0,18372.0,365.8,0.0
bd4bab9f-7128-4a27-9f3e-bf13a40e4e58,2006-09-03 17:00,65322.0,18456.0,364.68,0.0
543d2f9c-83d3-4a58-8600-717557995b9f,2006-09-03 18:00,65954.0,18588.0,379.49,0.0
76598943-2f62-41e8-b013-ac1e55d78e63,2006-09-03 19:00,67277.0,18749.0,388.73,0.0
7619b4b8-8023-4aed-87df-13f38323dd54,2006-09-03 20:00,69808.0,19146.0,488.0,18.86
77bb29f8-69a7-4527-ab69-5a3531dc3d48,2006-09-03 21:00,70250.0,19531.0,514.92,276.99
dcfad5f4-39c0-47fe-91b3-3445e633f729,2006-09-03 22:00,66733.0,19397.0,375.61,242.27
da497d79-02bb-48f4-80f6-9a8f0fae6d6d,2006-09-03 23:00,64017.0,18487.0,367.05,0.0
f41f595c-af2c-46d7-95f8-bb60f722df69,2006-09-04 00:00,61505.0,17932.0,398.0,0.0
e85990b6-dd69-4422-9d5f-5145566f92a6,2006-09-04 01:00,59967.0,17460.0,0.0,0.0
d7a172d3-d1c6-42da-97bc-7abd2e219bde,2006-09-04 02:00,59088.0,17169.0,0.0,0.0
44e02256-e934-434b-a1fb-c3b85893824f,2006-09-04 03:00,58853.0,17064.0,0.0,0.0
4d445442-7923-4146-ad82-81c036e418f6,2006-09-04 04:00,59522.0,17173.0,0.0,0.0
c6474ad3-d99c-4fae-912f-89c822a97c66,2006-09-04 05:00,61954.0,17356.0,24.63,0.0
8cb6b2d6-2938-4183-9800-fea25e2f1b75,2006-09-04 06:00,64482.0,17811.0,260.43,0.0
bc0163b9-6e09-4550-b82a-ef18ec3ca043,2006-09-04 07:00,68264.0,18343.0,423.9,0.0
3a0fa816-bad4-49bd-af89-20f01ccb1458,2006-09-04 08:00,72257.0,18865.0,414.66,0.0
8dc6ce95-2315-4289-bebe-46ba8d239158,2006-09-04 09:00,74716.0,19351.0,441.21,0.0
598a3e44-6138-4be6-b0b2-f461f1cbf3d3,2006-09-04 10:00,74724.0,19560.0,452.05,0.0
bb9164ea-6f53-49b2-a9ec-1f5f2ba8d0d6,2006-09-04 11:00,74584.0,19533.0,453.58,0.0
0e17c9d4-8501-4645-984f-0201e316aeb1,2006-09-04 12:00,74185.0,19403.0,443.27,0.0
c670b83a-24b6-4058-8dee-8c95806db484,2006-09-04 13:00,74479.0,19352.0,469.41,0.0
921d757b-02ce-410d-9bef-04aa01a3d9d4,2006-09-04 14:00,73897.0,19356.0,466.26,0.0
d7e899b2-5dd6-4154-935a-3df2c73d884c,2006-09-04 15:00,73208.0,19297.0,496.71,0.0
f9be2ae8-d2be-42c6-9ee8-32d5f43b0e63,2006-09-04 16:00,72355.0,19273.0,486.77,0.0
621a3f42-ca6c-4c16-951f-6d77b19b46b4,2006-09-04 17:00,71383.0,19175.0,427.69,0.0
04d92ac5-219d-496a-9a69-f09a4b919954,2006-09-04 18:00,71302.0,19272.0,427.91,0.0
5e79a5ba-7a41-4cd7-8ad8-fa80f9c13a06,2006-09-04 19:00,72462.0,19330.0,436.85,0.0
579ff563-12ba-4bb7-9183-9d8268c44549,2006-09-04 20:00,74464.0,19568.0,512.62,18.74
c062de2c-ba7e-4b9c-a579-beae7f00f78c,2006-09-04 21:00,73986.0,19987.0,485.73,0.08
933290ba-a4c4-42e8-b3cb-324ec335d9a4,2006-09-04 22:00,70296.0,19800.0,418.73,0.06
cbe88ecb-f586-4ce2-bc02-40e9126c5ea2,2006-09-04 23:00,66834.0,18827.0,370.36,0.0
41670456-8dab-450c-9a2c-6fad079de35b,2006-09-05 00:00,62896.0,18006.0,0.0,0.0
fb3edc95-5ca9-4d91-996b-e923da74d8e9,2006-09-05 01:00,61094.0,17590.0,0.0,0.0
a44c3d28-094b-4ec9-9975-f530d375dc5f,2006-09-05 02:00,60307.0,17359.0,0.0,0.0
13d67e46-ae83-42e4-bebc-89a176179d4e,2006-09-05 03:00,59991.0,17111.0,0.0,0.0
9e69e36a-44e5-4c2d-9a14-6090914789f4,2006-09-05 04:00,61226.0,17268.0,0.0,0.0
13c42dd5-09d3-4bf3-a0d1-ac928e7b680a,2006-09-05 05:00,62969.0,17467.0,0.0,0.0
c3dc5790-b9db-4851-99b1-0692c04a5efc,2006-09-05 06:00,65733.0,17883.0,297.65,0.0
6a2485e6-ca19-46e6-bc3a-c09ad9e6b958,2006-09-05 07:00,69633.0,18428.0,369.03,0.0
9af6f8c7-a2f6-4a66-9dde-fcf35bd33923,2006-09-05 08:00,73397.0,18885.0,461.64,0.0
7023bcda-b50c-49b1-a65e-fab9e338fc43,2006-09-05 09:00,74808.0,19414.0,463.33,0.0
44a98ec5-bd6d-44e4-9870-3feac7d4d44e,2006-09-05 10:00,75245.0,19599.0,483.04,0.0
7a1deed6-0cb1-444c-a730-13be5d9f882b,2006-09-05 11:00,74923.0,19586.0,481.61,0.0
0d052edc-6129-4359-9f10-b639859692a5,2006-09-05 12:00,74471.0,19489.0,481.77,0.0
38c5bd0e-4f26-4aa8-aeb3-228c2545e191,2006-09-05 13:00,74596.0,19458.0,482.68,0.0
edb229f8-d3aa-453a-a7aa-617b2aae1a56,2006-09-05 14:00,74192.0,19480.0,485.89,0.0
c145fb94-abeb-45f2-9f62-f84b3d5af340,2006-09-05 15:00,73525.0,19416.0,506.88,0.0
577fe2be-6237-4e58-a223-abcbf96f5b08,2006-09-05 16:00,72688.0,19364.0,503.68,255.55
ea020d35-cca9-455e-b66c-4c5846d5a92d,2006-09-05 17:00,71822.0,19336.0,481.5,267.84
099fe747-0b66-482e-9094-a7358ab1b937,2006-09-05 18:00,71933.0,19410.0,475.1,272.73
65cdffe4-6535-41c0-b771-3ce7f9117bf2,2006-09-05 19:00,73117.0,19522.0,475.63,19.02
ab4b94d2-dbb6-4806-a695-0d3fd6e6ee0e,2006-09-05 20:00,75208.0,19819.0,486.2,22.44
fdf4f462-c2b8-42a5-b3bb-480d85de7bd9,2006-09-05 21:00,74281.0,20106.0,513.16,0.0
7e454f7e-c44c-4008-b68f-1f0252aa38f1,2006-09-05 22:00,70484.0,19888.0,436.39,0.0
1583e47a-aaf4-4d7a-aa64-37e7b4b866d5,2006-09-05 23:00,66836.0,18946.0,317.73,0.0
a4448e01-60ba-4f01-8cd7-cbc5a472e8c1,2006-09-06 00:00,62764.0,18448.0,0.0,0.0
facc289f-18cb-4fa2-b4ef-ce5726337671,2006-09-06 01:00,61236.0,18034.0,0.0,0.0
6114ab84-80ff-4a49-b48c-23312fe5ee9a,2006-09-06 02:00,60359.0,17793.0,0.0,0.0
63fa8e92-989b-41f9-8200-1cfa0bba658e,2006-09-06 03:00,60298.0,17625.0,0.0,0.0
23bd9624-8213-44d9-a1c0-6e3bffc3523b,2006-09-06 04:00,61200.0,17676.0,0.0,0.0
b5be1b81-73f2-4f0d-938d-16f5963ef297,2006-09-06 05:00,63920.0,17937.0,398.0,0.0
ab16212b-177d-418f-a56d-5a7370bc21f8,2006-09-06 06:00,66636.0,18353.0,246.37,0.0
a15368b1-64be-4d71-b21e-8c10bfcb552d,2006-09-06 07:00,70206.0,18877.0,443.11,0.0
2401bb6d-acd9-4991-9e3f-76a19a1dc713,2006-09-06 08:00,72705.0,19336.0,445.23,0.0
2a92c5e6-f43d-4942-935e-fd291a4fb9b0,2006-09-06 09:00,74956.0,19798.0,472.47,8.83
9f4d4f3a-3a55-42a2-b71e-42a229dc32c6,2006-09-06 10:00,75165.0,20036.0,481.65,0.0
3ec62219-1fcd-4134-92f1-4d92d8a5b534,2006-09-06 11:00,74940.0,20068.0,482.08,0.0
e9ba2dfb-f87d-4617-b269-f0eb0260d0a1,2006-09-06 12:00,74081.0,19924.0,473.51,0.0
574bcc7d-f954-4a49-8bb4-d0a7c9b2bb01,2006-09-06 13:00,74230.0,19828.0,482.76,0.0
7d0f6136-0b83-42fe-aee6-7fe1d67ab654,2006-09-06 14:00,73744.0,19838.0,480.35,0.0
e389efb8-3a5e-4d22-8665-c2b329d7e7bd,2006-09-06 15:00,73216.0,19774.0,486.67,0.0
13b56e4c-22d2-4e88-9c69-faf9264a6949,2006-09-06 16:00,72175.0,19758.0,499.08,0.0
25d2a22f-9b2b-4fe1-8146-d3573d07345a,2006-09-06 17:00,71436.0,19729.0,467.65,0.0
2652a3bd-e8e8-47f0-8bf5-baae56b9948a,2006-09-06 18:00,71873.0,19774.0,469.97,8.8
69228000-00b8-4790-b292-52c8a88cd19a,2006-09-06 19:00,73223.0,19866.0,477.43,23.21
2a6e1c78-3aa0-4b6c-8fee-5aa6b2207006,2006-09-06 20:00,75063.0,20148.0,486.36,23.16
3e940b7b-0f9f-4f2c-a5db-e82e0028f44d,2006-09-06 21:00,74111.0,20427.0,480.5,16.72
c16d27a3-9727-49d6-acb8-788bbde7b3da,2006-09-06 22:00,69892.0,20213.0,442.3,0.0
fce1cc59-a3e2-44b8-a012-21f2666b7403,2006-09-06 23:00,66443.0,19260.0,331.85,0.0
6cea84e7-7b7c-4fff-9f2d-5b5d7ad84b01,2006-09-07 00:00,65614.0,18407.0,415.32,0.0
3a2f7a45-ffa0-42a4-98fe-4d1b3c298214,2006-09-07 01:00,63851.0,17928.0,313.08,0.0
edcd0a86-5391-4067-ae67-fac12ce6ce5f,2006-09-07 02:00,62941.0,17700.0,217.68,0.0
9a4fe793-8af5-40f9-bcc7-fea0661d77bd,2006-09-07 03:00,62710.0,17590.0,208.12,0.0
dd0464b1-4b7d-4398-a813-0275e430f654,2006-09-07 04:00,63361.0,17590.0,258.94,0.0
3e2fe710-0fe4-4a2e-bb8f-d4f8732b1ee2,2006-09-07 05:00,65293.0,17827.0,367.69,0.0
b192508b-d32d-40d0-b5e0-2297904f79ab,2006-09-07 06:00,67784.0,18263.0,366.58,0.0
0429b5d9-5c93-438c-abe5-48066a668ba8,2006-09-07 07:00,71894.0,18844.0,460.2,0.0
7ef0c3ba-4d43-4309-8697-1bb3d85bffd1,2006-09-07 08:00,75342.0,19384.0,491.13,0.0
4a342858-054e-427b-b879-0e721bfadd5b,2006-09-07 09:00,77426.0,19827.0,515.63,0.0
fcd5f067-fb12-4591-a3d5-b0326f0eb4ee,2006-09-07 10:00,77689.0,20053.0,535.45,0.0
214e11f6-8367-4c3b-8e8f-c365bcc6ccbb,2006-09-07 11:00,77268.0,20048.0,534.3,0.0
39b163b3-b866-4885-b159-aaa2b670bc46,2006-09-07 12:00,76715.0,19884.0,515.86,0.0
1025fd03-1f07-4809-98ce-5967486c26a5,2006-09-07 13:00,76927.0,19784.0,542.66,0.0
7d3ca8e1-6e4b-4fdc-b221-d27add1f28be,2006-09-07 14:00,76638.0,19826.0,538.19,0.0
d62df826-0cd7-483d-a144-2ab64cf480c6,2006-09-07 15:00,75687.0,19799.0,538.55,0.0
725e4d5e-66f0-4091-9217-204b4ab097de,2006-09-07 16:00,74853.0,19744.0,527.67,0.0
2339b572-db1a-4a6e-90f0-3a816f374204,2006-09-07 17:00,74035.0,19733.0,505.14,0.02
641174cc-e898-401e-95d6-446bc0852ce3,2006-09-07 18:00,74426.0,19796.0,510.92,282.84
a773d207-c3bb-4132-b20e-537f3572cd76,2006-09-07 19:00,75804.0,19893.0,513.52,286.06
5fb80631-14d5-473c-97d5-2f7bcbf95b2b,2006-09-07 20:00,77933.0,20183.0,537.7,285.0
af947622-894f-4eb7-b387-a94ab5f7b785,2006-09-07 21:00,76832.0,20490.0,534.95,271.36
ad1f5781-12f8-4b8f-8abe-b270e4b48faf,2006-09-07 22:00,72821.0,20281.0,485.21,0.0
0f0591ab-cb42-441e-be0d-56ff3c401a29,2006-09-07 23:00,69033.0,19287.0,459.38,0.0
0ae7eebe-990a-4da6-8f7b-1182484518a5,2006-09-08 00:00,64360.0,18687.0,419.65,0.0
bfd58bfb-c7d4-4567-a173-315142b56297,2006-09-08 01:00,62651.0,18237.0,343.18,0.0
8c934a52-673f-4268-9165-f2f9e04aaca7,2006-09-08 02:00,61708.0,17974.0,285.0,0.0
386674cf-d79d-408a-9bdd-cba92ad7307b,2006-09-08 03:00,61616.0,17870.0,279.16,0.0
ad3be96b-bba7-44b0-ba60-73c73220d928,2006-09-08 04:00,62458.0,17876.0,258.88,0.0
0c6c1fa8-a44f-427d-9849-ea2f14a74a9f,2006-09-08 05:00,64499.0,18091.0,359.97,0.0
009aa078-5b9b-4f76-8310-7d81fc5ef3dc,2006-09-08 06:00,67358.0,18577.0,447.03,277.82
2bf77daa-d551-4bde-ad94-5889ea113594,2006-09-08 07:00,71534.0,19163.0,487.85,277.72
8be7c941-a5f1-4fcd-9c32-1d9c91057c5b,2006-09-08 08:00,74919.0,19595.0,503.47,278.88
13a78aae-543e-4d01-bacf-dfd8cdc2fb18,2006-09-08 09:00,76915.0,19927.0,554.25,276.9
4ad9e302-9f58-4344-8903-3ff5bfc21deb,2006-09-08 10:00,77172.0,19986.0,578.65,275.67
cec112e7-2bea-4cee-a93c-8c95cbb59704,2006-09-08 11:00,76651.0,20021.0,568.8,274.55
e39951ba-7639-4326-8e9e-3a9c85d2d166,2006-09-08 12:00,75941.0,19909.0,559.55,273.44
56c87ca7-6f4f-4eef-9d18-74811b315c65,2006-09-08 13:00,76072.0,19775.0,588.7,271.8
b4066e29-0fc2-4843-8824-40835e7718c1,2006-09-08 14:00,75668.0,19794.0,550.97,271.97
4532f9c1-b0bb-4aa3-b029-8b08d2b5f13a,2006-09-08 15:00,74899.0,19813.0,558.6,271.49
80306a57-7b6b-40d4-8143-64b55dbb3bfa,2006-09-08 16:00,74024.0,19744.0,556.49,0.01
56c0b9a0-3bf3-4029-81f9-cd0722e17bf8,2006-09-08 17:00,73025.0,19715.0,545.66,0.0
cbb42cd8-fea8-45ef-ac2b-4498aee88236,2006-09-08 18:00,73380.0,19793.0,539.05,0.03
d2b2ad94-de69-428f-8422-b16cc0408052,2006-09-08 19:00,75031.0,19831.0,537.09,0.06
ef9e1347-3bc8-4bf1-b32c-c3dbd10ab5ef,2006-09-08 20:00,77209.0,20014.0,541.87,252.29
d8c47e38-9f00-4ce8-a749-f3e6407499a6,2006-09-08 21:00,75904.0,20420.0,555.29,0.01
f80dcd2c-d32a-4969-b268-d905c0b32ba3,2006-09-08 22:00,72001.0,20252.0,517.5,0.0
a17847ad-c752-4b2e-8687-092adc3017c8,2006-09-08 23:00,68208.0,19396.0,493.26,0.0
e795f656-3d11-4bed-940e-7cefa630b3a0,2006-09-09 00:00,64894.0,18620.0,448.97,0.0
8680848f-5b92-47cc-8075-1e098c1bf31a,2006-09-09 01:00,63451.0,18181.0,427.82,0.0
11984cf7-106e-4178-9fb0-65abb294758a,2006-09-09 02:00,62386.0,17943.0,416.68,0.0
9b3e9fd2-6e3b-4c11-adfe-9ab1651d9b16,2006-09-09 03:00,61915.0,17813.0,361.67,0.0
349fcd80-7f40-45d3-8009-e75ebb5cb9b9,2006-09-09 04:00,62082.0,17780.0,361.96,0.0
f0c352a9-a112-4c40-bd73-d2e60e56c428,2006-09-09 05:00,62884.0,17946.0,339.54,0.0
f37b416e-9360-4841-bfdb-9f8b8952c381,2006-09-09 06:00,63112.0,18297.0,315.63,0.0
8dc460fc-9228-42f0-9582-642dd5c007b3,2006-09-09 07:00,64925.0,18597.0,420.15,0.0
24f0da50-663e-455b-9518-08205e620d79,2006-09-09 08:00,67399.0,18907.0,455.64,18.65
36128a36-9969-4c41-a110-bf292973711d,2006-09-09 09:00,69244.0,19168.0,448.41,22.4
fe9e71b3-7699-4993-97a3-db16484bf2c6,2006-09-09 10:00,69675.0,19314.0,438.45,22.33
cf46fb75-0fe3-46bc-a466-e1424b305a63,2006-09-09 11:00,69834.0,19287.0,440.53,18.76
e1f65a0e-9d78-432a-9fb4-6d34e72854c5,2006-09-09 12:00,69358.0,19286.0,440.55,22.22
f5a75a47-e8eb-433b-a1ed-137b3d2aa741,2006-09-09 13:00,69092.0,19199.0,440.33,18.76
b2a91ee7-b9a3-4328-a8ef-b3d85e8bbc3a,2006-09-09 14:00,68730.0,19182.0,450.33,18.58
8140d888-3558-4a00-b2fc-0dfef9a063a9,2006-09-09 15:00,68534.0,19138.0,446.33,18.52
458c401e-9554-4269-a675-329e366c4b38,2006-09-09 16:00,68538.0,19136.0,444.07,18.75
0d8eeb34-e630-4c5a-97ea-851b94b75f6c,2006-09-09 17:00,68438.0,19202.0,437.63,22.31
6a37a565-9461-4b27-b86c-5a7eee78b5e8,2006-09-09 18:00,69008.0,19206.0,441.2,0.0
387e71c7-e955-454b-8075-8431fa39b907,2006-09-09 19:00,70512.0,19347.0,468.33,0.0
df9f834c-6af4-4037-bae2-51e99441b951,2006-09-09 20:00,72761.0,19726.0,491.8,20.13
748991dc-1c72-4a08-9fc6-6be273d42c42,2006-09-09 21:00,72563.0,20079.0,482.44,0.0
134f1641-4121-47d0-8128-a1da198e1b02,2006-09-09 22:00,69355.0,19896.0,455.33,0.0
91ec9049-966b-4846-8350-e7deda1c6c76,2006-09-09 23:00,66621.0,19017.0,470.98,0.0
85ad6501-9df6-4e90-8fee-57b7189ef837,2006-09-10 00:00,62807.0,18449.0,343.57,0.0
ba9829c2-0d04-4ce5-ac58-277237f9d08d,2006-09-10 01:00,61986.0,18006.0,328.45,0.0
d5640998-4646-4c0e-abb0-e3650fe174a2,2006-09-10 02:00,61109.0,17774.0,274.83,0.0
baa39706-6d53-45b0-926e-14657dffd0a8,2006-09-10 03:00,60762.0,17612.0,260.32,0.0
bb912772-01c4-46a1-b516-b52bc1ceb8b4,2006-09-10 04:00,60540.0,17528.0,244.29,0.0
5dd1f15a-fc48-4399-a0ed-29097eb0fd57,2006-09-10 05:00,61084.0,17640.0,262.07,0.0
3f000ce6-eb9d-47ac-8cfa-85f6132113c8,2006-09-10 06:00,61870.0,17858.0,268.52,0.0
48208eec-6e84-4e83-bfaa-5ba929474a62,2006-09-10 07:00,62000.0,18113.0,120.18,0.0
7c000919-41ac-4606-aaf1-ca382d58bf56,2006-09-10 08:00,64008.0,18376.0,350.55,18.87
1b10e51e-bc53-4b77-985c-755ca110f443,2006-09-10 09:00,65862.0,18680.0,360.1,19.28
4fbd4814-48da-4350-ad1f-1318479bb9a4,2006-09-10 10:00,66884.0,18840.0,391.04,19.0
2b588bc4-25d1-41e4-9d84-dad0593404b9,2006-09-10 11:00,67250.0,18825.0,400.59,19.14
a32dc0b5-ccb5-43c3-94cf-0fb362465b58,2006-09-10 12:00,67160.0,18853.0,404.09,19.16
23175a2c-9751-40de-8e71-65f879c6ad7e,2006-09-10 13:00,67010.0,18787.0,413.81,19.06
004241c1-4475-4f9e-82ed-b21e3dcd5bef,2006-09-10 14:00,66882.0,18743.0,412.43,19.01
8458fe12-58a9-469e-a065-35a5ba2742b2,2006-09-10 15:00,66901.0,18730.0,415.9,18.85
59a9904c-cf12-471a-9301-5fc3c65b2812,2006-09-10 16:00,67102.0,18726.0,420.64,19.13
0175398d-c24c-47fc-89d1-ca9ec4233452,2006-09-10 17:00,67323.0,18791.0,382.31,19.11
e1804a66-a749-4073-a61a-047af8e1508e,2006-09-10 18:00,68323.0,18865.0,424.87,23.36
1bfd3193-3344-45a9-ae1b-3df366718c3d,2006-09-10 19:00,71928.0,19058.0,469.48,0.0
58f148d2-fd0d-4fde-9a4d-7a184fcf3ba9,2006-09-10 20:00,74356.0,19452.0,516.03,20.31
4830f1a3-718b-4db7-b437-1f3c8406c98a,2006-09-10 21:00,72585.0,19893.0,567.15,0.0
2b0947c1-b6b5-486d-9608-e52c80ef1653,2006-09-10 22:00,69167.0,19666.0,465.05,0.0
87df857e-8dcf-46b7-81bb-2a7f257695b5,2006-09-10 23:00,66546.0,18738.0,472.42,0.0
15920b9c-7c5a-4549-bc3b-118115e4833d,2006-09-11 00:00,63911.0,18193.0,380.57,0.0
896d2a91-e550-4044-8ed2-1682e55391d1,2006-09-11 01:00,62446.0,17796.0,290.67,0.0
3d47fb35-feb2-4bf6-b58b-d3858142141c,2006-09-11 02:00,61568.0,17540.0,277.65,0.0
56f47f66-c63f-4c05-80ab-62e159360a39,2006-09-11 03:00,61421.0,17490.0,262.66,0.0
3362032e-665c-4340-9649-3d498860c928,2006-09-11 04:00,62228.0,17461.0,272.33,0.0
bde3d250-944e-4095-be1f-8b6ab58b5ed3,2006-09-11 05:00,64544.0,17628.0,347.6,0.0
88d2cfb5-a570-48c3-b315-50910917e4f6,2006-09-11 06:00,67486.0,18023.0,461.84,0.0
